1;naval_base;3650;11;848;0;2730
4;naval_base;3555;11;724;0;2704
4;naval_base;3488;11;664;0;5298
4;naval_base;3573;11;756;0;2704
4;naval_base;3516;11;684;0;5246
4;naval_base;3567;11;740;0;2704
4;naval_base;3462;11;635;0;5347
4;naval_base;3529;11;694;0;5246
5;naval_base;3604;11;823;0;2730
5;naval_base;3490;11;822;0;2776
5;naval_base;3517;11;821;0;2753
5;naval_base;3600;11;815;0;2730
5;naval_base;3553;11;828;0;2753
5;naval_base;3525;11;822;0;2753
7;naval_base;3426;11;568;0;5369
8;naval_base;3576;11;372;0;3028
8;naval_base;3563;11;434;0;5518
8;naval_base;3534;11;402;0;8665
8;naval_base;3497;11;341;0;8691
9;naval_base;3487;11;261;0;5247
9;naval_base;3499;11;387;0;2456
9;naval_base;3490;11;308;0;5247
9;naval_base;3543;11;254;0;3624
9;naval_base;3568;11;333;0;3028
9;naval_base;3482;11;280;0;5247
9;naval_base;3501;11;454;0;2605
10;naval_base;3673;11;575;0;5901
11;naval_base;2790;11;1438;0;5108
11;naval_base;2793;11;1428;0;5108
15;naval_base;2782;11;1389;0;8592
15;naval_base;2791;11;1426;0;5108
15;naval_base;2786;11;1406;0;8592
15;naval_base;2784;11;1396;0;8592
15;naval_base;2794;11;1419;0;5108
15;naval_base;2797;11;1420;0;5108
16;naval_base;2853;11;1380;0;5505
16;naval_base;2862;11;1386;0;5505
16;naval_base;2853;11;1373;0;5505
16;naval_base;2866;11;1389;0;5505
17;naval_base;2900;11;1382;0;8918
17;naval_base;2914;11;1389;0;5555
17;naval_base;2890;11;1386;0;5505
17;naval_base;2879;11;1388;0;5505
17;naval_base;2876;11;1389;0;5505
18;naval_base;2846;11;1354;0;5505
18;naval_base;2825;11;1345;0;8845
18;naval_base;2854;11;1358;0;5505
18;naval_base;2819;11;1337;0;8845
18;naval_base;2829;11;1304;0;5454
18;naval_base;2836;11;1348;0;8845
18;naval_base;2844;11;1315;0;8845
18;naval_base;2857;11;1367;0;5505
18;naval_base;2868;11;1323;0;8871
21;naval_base;1895;11;297;0;5951
21;naval_base;1959;11;301;0;5951
21;naval_base;1928;11;290;0;5951
21;naval_base;1893;11;319;0;5951
21;naval_base;1946;11;290;0;5951
22;naval_base;1883;11;225;0;5926
22;naval_base;1839;11;222;0;9009
22;naval_base;1911;11;259;0;5951
22;naval_base;1865;11;222;0;5926
22;naval_base;1891;11;229;0;5926
22;naval_base;1830;11;199;0;9009
22;naval_base;1888;11;293;0;5951
22;naval_base;1905;11;278;0;5951
22;naval_base;1834;11;216;0;9009
23;naval_base;1885;11;312;0;5951
23;naval_base;1890;11;326;0;5951
29;naval_base;1769;11;138;0;5828
29;naval_base;1808;11;192;0;9009
29;naval_base;1799;11;173;0;9009
30;naval_base;1747;11;81;0;8986
30;naval_base;1731;11;37;0;8866
30;naval_base;1772;11;29;0;2777
30;naval_base;1776;11;115;0;5828
32;naval_base;3848;11;1060;0;2590
32;naval_base;3767;11;1060;0;2640
32;naval_base;3819;11;1063;0;2967
32;naval_base;3779;11;1060;0;2640
33;naval_base;2819;11;1515;0;12389
33;naval_base;2839;11;1538;0;8621
33;naval_base;2831;11;1527;0;11748
33;naval_base;2830;11;1521;0;12389
33;naval_base;2837;11;1537;0;8621
34;naval_base;2890;11;736;0;8707
34;naval_base;2912;11;721;0;1886
35;naval_base;2934;11;722;0;3818
44;naval_base;2738;11;1476;0;4885
44;naval_base;2738;11;1490;0;2381
44;naval_base;2756;11;1470;0;8546
44;naval_base;2746;11;1491;0;2381
44;naval_base;2763;11;1468;0;8546
44;naval_base;2767;11;1489;0;2871
44;naval_base;2767;11;1463;0;8546
44;naval_base;2778;11;1489;0;2871
44;naval_base;2777;11;1461;0;8546
47;naval_base;4410;11;840;0;4002
47;naval_base;4413;11;834;0;4002
47;naval_base;4416;11;828;0;4002
47;naval_base;4426;11;816;0;4240
48;naval_base;4509;11;838;0;4466
48;naval_base;4468;11;812;0;3218
48;naval_base;4463;11;807;0;3218
48;naval_base;4439;11;810;0;4240
48;naval_base;4443;11;800;0;3425
48;naval_base;4442;11;787;0;3425
48;naval_base;4475;11;817;0;3218
48;naval_base;4469;11;801;0;3218
48;naval_base;4455;11;794;0;3218
48;naval_base;4487;11;817;0;3218
48;naval_base;4436;11;814;0;4240
48;naval_base;4506;11;829;0;4466
48;naval_base;4483;11;815;0;3218
50;naval_base;858;11;1728;0;5257
50;naval_base;871;11;1731;0;5257
50;naval_base;883;11;1727;0;5257
50;naval_base;844;11;1747;0;5257
50;naval_base;772;11;1840;0;4722
50;naval_base;747;11;1808;0;5150
50;naval_base;857;11;1743;0;5257
50;naval_base;884;11;1721;0;5257
50;naval_base;881;11;1715;0;5257
50;naval_base;804;11;1784;0;2945
50;naval_base;856;11;1758;0;5257
50;naval_base;786;11;1806;0;5150
50;naval_base;823;11;1763;0;2945
50;naval_base;816;11;1751;0;2945
50;naval_base;821;11;1738;0;2945
53;naval_base;1326;11;1945;0;451
53;naval_base;1355;11;1920;0;451
53;naval_base;1373;11;1894;0;451
55;naval_base;1712;11;1685;0;8642
55;naval_base;1713;11;1693;0;8642
55;naval_base;1772;11;1701;0;8614
55;naval_base;1796;11;1705;0;8614
55;naval_base;1724;11;1708;0;8642
55;naval_base;1698;11;1676;0;8642
55;naval_base;1803;11;1735;0;8642
55;naval_base;1737;11;1721;0;8642
55;naval_base;1924;11;1776;0;2935
55;naval_base;1858;11;1745;0;8642
55;naval_base;1759;11;1737;0;8642
55;naval_base;1702;11;1681;0;8642
55;naval_base;1731;11;1705;0;8642
56;naval_base;1802;11;1629;0;8566
56;naval_base;1797;11;1655;0;8566
56;naval_base;1784;11;1646;0;8566
56;naval_base;1772;11;1642;0;8566
56;naval_base;1818;11;1667;0;8614
56;naval_base;1859;11;1676;0;2768
56;naval_base;1793;11;1689;0;8614
56;naval_base;1774;11;1615;0;8566
56;naval_base;1806;11;1647;0;8566
56;naval_base;1809;11;1629;0;2817
56;naval_base;1777;11;1697;0;8614
56;naval_base;1824;11;1634;0;2817
56;naval_base;1844;11;1641;0;2817
57;naval_base;1928;11;1679;0;2361
57;naval_base;1843;11;1888;0;5928
57;naval_base;1935;11;1810;0;3633
57;naval_base;1965;11;1692;0;2361
57;naval_base;1882;11;1699;0;2768
57;naval_base;1901;11;1842;0;5928
57;naval_base;1961;11;1677;0;2361
57;naval_base;1941;11;1689;0;2361
57;naval_base;1923;11;1744;0;2935
58;naval_base;1485;11;1852;0;8815
58;naval_base;1447;11;1867;0;8815
58;naval_base;1542;11;1781;0;9092
58;naval_base;1555;11;1766;0;9092
60;naval_base;1581;11;1789;0;9092
60;naval_base;1791;11;1964;0;5953
60;naval_base;1712;11;1986;0;8930
60;naval_base;1570;11;1771;0;9092
60;naval_base;1595;11;1999;0;1482
60;naval_base;1585;11;1849;0;8768
61;naval_base;1472;11;2038;0;48
61;naval_base;1698;11;2030;0;1256
61;naval_base;1790;11;2034;0;6054
61;naval_base;1368;11;2026;0;255
63;naval_base;2568;11;837;0;991
63;naval_base;2559;11;841;0;991
64;naval_base;2366;11;1294;0;8453
67;naval_base;1530;11;990;0;3442
67;naval_base;1522;11;1013;0;2284
67;naval_base;1533;11;1009;0;2284
67;naval_base;1569;11;1021;0;2284
67;naval_base;1595;11;1008;0;2547
68;naval_base;1511;11;1026;0;2284
68;naval_base;1506;11;1032;0;2284
68;naval_base;1475;11;1031;0;2756
70;naval_base;1641;11;1042;0;2258
70;naval_base;1695;11;1064;0;2232
70;naval_base;1605;11;999;0;2547
70;naval_base;1658;11;1049;0;2258
70;naval_base;1597;11;934;0;2311
70;naval_base;1614;11;1011;0;2547
70;naval_base;1634;11;1043;0;2258
71;naval_base;1782;11;1031;0;2110
71;naval_base;1768;11;1038;0;2110
72;naval_base;1685;11;1047;0;2232
72;naval_base;1694;11;1015;0;2232
72;naval_base;1724;11;1053;0;2571
72;naval_base;1691;11;1039;0;2232
72;naval_base;1745;11;1036;0;2571
72;naval_base;1685;11;1019;0;2232
73;naval_base;3017;11;486;0;2956
73;naval_base;3001;11;545;0;2231
73;naval_base;3015;11;512;0;2982
74;naval_base;3001;11;434;0;2257
74;naval_base;2994;11;405;0;2257
76;naval_base;2996;11;564;0;2231
76;naval_base;2999;11;555;0;2231
82;naval_base;2986;11;581;0;2108
84;naval_base;3033;11;285;0;2519
84;naval_base;3005;11;335;0;2542
85;naval_base;3032;11;268;0;2519
85;naval_base;3039;11;227;0;2420
85;naval_base;3048;11;198;0;2420
86;naval_base;4476;11;988;0;5244
86;naval_base;4461;11;972;0;5244
86;naval_base;4470;11;981;0;5244
86;naval_base;4481;11;991;0;5244
86;naval_base;4455;11;957;0;5244
86;naval_base;4457;11;965;0;5244
87;naval_base;2936;11;1592;0;2729
87;naval_base;2939;11;1590;0;2729
87;naval_base;2916;11;1590;0;2752
88;naval_base;2802;11;738;0;1661
89;naval_base;2751;11;1597;0;8340
89;naval_base;2749;11;1611;0;8340
89;naval_base;2748;11;1600;0;8340
89;naval_base;2745;11;1616;0;8340
89;naval_base;2741;11;1627;0;8340
90;naval_base;2772;11;1636;0;2942
90;naval_base;2775;11;1629;0;2942
90;naval_base;2792;11;1611;0;2918
90;naval_base;2770;11;1647;0;2942
90;naval_base;2786;11;1623;0;2918
91;naval_base;2801;11;1596;0;7468
91;naval_base;2794;11;1603;0;7468
91;naval_base;2798;11;1588;0;7468
92;naval_base;2815;11;1568;0;2824
92;naval_base;2821;11;1576;0;2799
92;naval_base;2822;11;1585;0;2799
92;naval_base;2810;11;1590;0;7468
92;naval_base;2809;11;1562;0;2824
93;naval_base;2814;11;1557;0;2824
93;naval_base;2769;11;1545;0;2895
93;naval_base;2783;11;1545;0;2895
93;naval_base;2793;11;1546;0;2895
93;naval_base;2805;11;1557;0;2824
94;naval_base;2740;11;1538;0;4370
94;naval_base;2756;11;1562;0;8314
94;naval_base;2765;11;1547;0;2895
94;naval_base;2749;11;1544;0;4370
94;naval_base;2754;11;1564;0;8314
94;naval_base;2707;11;1532;0;4212
94;naval_base;2749;11;1557;0;8314
94;naval_base;2738;11;1554;0;8314
94;naval_base;2727;11;1549;0;8314
95;naval_base;2740;11;1559;0;8314
95;naval_base;2729;11;1562;0;8314
95;naval_base;2732;11;1578;0;3990
95;naval_base;2723;11;1588;0;3990
95;naval_base;2739;11;1597;0;8340
95;naval_base;2716;11;1570;0;3990
96;naval_base;2082;11;482;0;8716
96;naval_base;2067;11;469;0;2643
96;naval_base;2056;11;462;0;2643
96;naval_base;2104;11;490;0;2694
97;naval_base;1988;11;844;0;2569
97;naval_base;2013;11;908;0;1439
97;naval_base;2037;11;844;0;2569
97;naval_base;2076;11;855;0;1215
97;naval_base;2037;11;835;0;2569
99;naval_base;2192;11;817;0;2398
99;naval_base;2158;11;822;0;2472
99;naval_base;2203;11;810;0;2398
99;naval_base;2096;11;847;0;1215
99;naval_base;2218;11;795;0;2398
99;naval_base;2153;11;825;0;2472
100;naval_base;2225;11;791;0;2398
100;naval_base;2258;11;771;0;2849
100;naval_base;2261;11;740;0;8427
100;naval_base;2224;11;692;0;995
100;naval_base;2252;11;786;0;2849
100;naval_base;2253;11;721;0;995
100;naval_base;2241;11;707;0;995
101;naval_base;2197;11;646;0;8507
101;naval_base;2199;11;616;0;597
101;naval_base;2216;11;673;0;995
101;naval_base;2196;11;606;0;597
103;naval_base;2169;11;531;0;8452
103;naval_base;2116;11;495;0;2694
103;naval_base;2150;11;502;0;2719
103;naval_base;2185;11;567;0;8480
103;naval_base;2131;11;498;0;2694
103;naval_base;2179;11;544;0;8452
103;naval_base;2160;11;511;0;2719
104;naval_base;2054;11;456;0;2643
105;naval_base;2047;11;441;0;2643
105;naval_base;2043;11;415;0;2643
105;naval_base;2040;11;420;0;2643
106;naval_base;1994;11;358;0;5975
106;naval_base;1980;11;332;0;5975
106;naval_base;2006;11;356;0;5975
106;naval_base;2021;11;382;0;6256
107;naval_base;2623;11;763;0;1212
110;naval_base;2637;11;753;0;1212
110;naval_base;2687;11;719;0;8733
111;naval_base;1860;11;1005;0;2766
111;naval_base;1841;11;1024;0;2597
111;naval_base;1829;11;1028;0;2597
111;naval_base;1805;11;1038;0;2597
113;naval_base;2594;11;806;0;8803
113;naval_base;2600;11;784;0;8780
113;naval_base;2580;11;823;0;8803
114;naval_base;1556;11;1016;0;2284
119;naval_base;3480;11;841;0;2776
119;naval_base;3479;11;835;0;2776
120;naval_base;3432;11;602;0;5347
120;naval_base;3447;11;616;0;5347
121;naval_base;3416;11;545;0;5394
122;naval_base;3419;11;513;0;5394
122;naval_base;3424;11;503;0;5394
123;naval_base;3441;11;410;0;2456
123;naval_base;3437;11;457;0;8639
123;naval_base;3429;11;390;0;2456
128;naval_base;3374;11;1012;0;8742
128;naval_base;3393;11;951;0;8766
128;naval_base;3387;11;992;0;8742
129;naval_base;3348;11;333;0;2432
129;naval_base;3347;11;323;0;2432
129;naval_base;3382;11;363;0;5299
134;naval_base;3414;11;926;0;2800
134;naval_base;3417;11;911;0;2800
134;naval_base;3459;11;872;0;2800
134;naval_base;3427;11;897;0;2800
135;naval_base;2790;11;1504;0;2847
135;naval_base;2780;11;1510;0;2847
135;naval_base;2804;11;1503;0;2847
135;naval_base;2808;11;1509;0;2847
135;naval_base;2782;11;1494;0;2871
135;naval_base;2799;11;1503;0;2847
137;naval_base;2778;11;1448;0;5108
139;naval_base;2878;11;1568;0;2775
139;naval_base;2873;11;1560;0;2775
139;naval_base;2886;11;1580;0;2752
140;naval_base;2895;11;1586;0;2752
140;naval_base;2904;11;1587;0;2752
